,timestamp,idx,product_idx,customer_idx,review_score,type,value
45,2017-05-10 14:04:17,order-38,78,36,0,buy,219.9
46,2017-05-11 14:39:54,order-39,178,26,0,buy,103.97
47,2017-05-15 23:30:04,order-40,264,5,0,buy,14.99
48,2017-05-18 11:00:53,order-41,59,70,0,buy,89.9
49,2017-05-18 11:00:54,order-42,57,70,0,buy,87.0
50,2017-05-18 20:51:07,order-43,120,80,0,buy,49.99
51,2017-05-18 20:51:08,order-44,119,80,0,buy,69.99
52,2017-05-21 16:19:59,order-45,244,26,0,buy,98.0
53,2017-05-21 16:20:00,order-46,244,26,0,buy,98.0
54,2017-05-24 18:52:18,review-118,178,26,4,rate,1.0
55,2017-05-26 18:57:06,review-65,73,65,5,rate,1.0
56,2017-05-26 18:57:37,review-164,73,65,5,rate,1.0
57,2017-05-29 00:05:03,review-53,264,5,5,rate,1.0
58,2017-05-29 16:33:33,review-110,78,36,5,rate,1.0
59,2017-05-29 17:23:12,review-206,244,26,5,rate,1.0
60,2017-05-31 21:42:12,review-145,59,70,5,rate,1.0
61,2017-05-31 21:42:13,review-146,57,70,5,rate,1.0
62,2017-06-03 23:27:25,review-124,120,80,4,rate,1.0
63,2017-06-03 23:27:26,review-125,119,80,4,rate,1.0
64,2017-06-08 10:49:43,order-47,74,21,0,buy,199.0
65,2017-06-08 10:49:44,order-48,74,21,0,buy,199.0
66,2017-06-08 10:49:45,order-49,74,21,0,buy,199.0
67,2017-06-08 10:49:46,order-50,74,21,0,buy,199.0
68,2017-06-09 14:24:58,order-51,118,80,0,buy,69.9
69,2017-06-09 14:24:59,order-52,117,80,0,buy,199.9
70,2017-06-15 14:26:02,order-53,54,73,0,buy,36.99
71,2017-06-15 14:26:03,order-54,53,73,0,buy,36.99
72,2017-06-15 14:26:04,order-55,52,73,0,buy,36.99
73,2017-06-15 14:26:05,order-56,51,73,0,buy,47.99
74,2017-06-15 14:38:03,order-57,50,73,0,buy,36.99
75,2017-06-15 14:38:04,order-58,60,73,0,buy,36.99
76,2017-06-15 14:38:05,order-59,63,73,0,buy,36.99
77,2017-06-18 22:56:49,order-60,258,5,0,buy,39.9
78,2017-06-22 13:35:22,order-61,179,26,0,buy,103.97
79,2017-06-23 10:38:24,order-62,190,62,0,buy,89.0
80,2017-06-23 23:22:06,review-31,118,80,5,rate,1.0
81,2017-06-23 23:22:07,review-32,117,80,5,rate,1.0
82,2017-06-26 11:38:30,review-205,74,21,5,rate,1.0
83,2017-06-26 20:53:56,review-159,258,5,5,rate,1.0
84,2017-06-27 19:29:14,review-323,54,73,5,rate,1.0
85,2017-06-27 19:29:15,review-324,53,73,5,rate,1.0
86,2017-06-27 19:29:16,review-325,52,73,5,rate,1.0
87,2017-06-27 19:29:17,review-326,51,73,5,rate,1.0
88,2017-06-27 19:29:44,review-142,50,73,5,rate,1.0
89,2017-06-27 19:29:44,review-171,54,73,5,rate,1.0
90,2017-06-27 19:29:45,review-143,60,73,5,rate,1.0
91,2017-06-27 19:29:45,review-172,53,73,5,rate,1.0
92,2017-06-27 19:29:46,review-144,63,73,5,rate,1.0
93,2017-06-27 19:29:46,review-173,52,73,5,rate,1.0
94,2017-06-27 19:29:47,review-174,51,73,5,rate,1.0
95,2017-07-01 04:22:22,order-63,105,22,0,buy,50.0
96,2017-07-01 04:22:23,order-64,105,22,0,buy,50.0
97,2017-07-01 04:22:24,order-65,105,22,0,buy,50.0
98,2017-07-01 04:22:25,order-66,105,22,0,buy,50.0
99,2017-07-07 19:48:05,review-166,190,62,5,rate,1.0
100,2017-07-12 06:48:12,order-67,2,75,0,buy,129.9
101,2017-07-13 23:39:03,review-75,105,22,5,rate,1.0
102,2017-07-14 00:08:38,order-68,294,64,0,buy,157.99
103,2017-07-14 00:08:39,order-69,294,64,0,buy,157.99
104,2017-07-14 22:38:38,review-69,179,26,5,rate,1.0
105,2017-07-16 18:19:26,order-70,198,1,0,buy,1.2
106,2017-07-16 18:19:27,order-71,196,1,0,buy,1.2
107,2017-07-16 18:19:28,order-72,196,1,0,buy,1.2
108,2017-07-16 18:19:29,order-73,196,1,0,buy,1.2
109,2017-07-16 18:19:30,order-74,196,1,0,buy,1.2
110,2017-07-16 18:19:31,order-75,196,1,0,buy,1.2
111,2017-07-16 18:19:32,order-76,196,1,0,buy,1.2
112,2017-07-16 18:19:33,order-77,196,1,0,buy,1.2
113,2017-07-16 18:19:34,order-78,196,1,0,buy,1.2
114,2017-07-16 18:19:35,order-79,196,1,0,buy,1.2
115,2017-07-16 18:19:36,order-80,196,1,0,buy,1.2
116,2017-07-16 18:19:37,order-81,198,1,0,buy,1.2
117,2017-07-16 18:19:38,order-82,198,1,0,buy,1.2
118,2017-07-16 18:19:39,order-83,198,1,0,buy,1.2
119,2017-07-16 18:19:40,order-84,198,1,0,buy,1.2
120,2017-07-16 18:19:41,order-85,198,1,0,buy,1.2
121,2017-07-16 18:19:42,order-86,198,1,0,buy,1.2
122,2017-07-16 18:19:43,order-87,198,1,0,buy,1.2
123,2017-07-16 18:19:44,order-88,198,1,0,buy,1.2
124,2017-07-16 18:19:45,order-89,198,1,0,buy,1.2
125,2017-07-16 18:19:46,order-90,192,1,0,buy,7.8
126,2017-07-18 23:10:59,order-91,116,5,0,buy,13.99
127,2017-07-19 10:01:09,review-123,2,75,5,rate,1.0
128,2017-07-20 15:25:15,order-92,78,36,0,buy,219.9
129,2017-07-20 15:25:16,order-93,78,36,0,buy,219.9
130,2017-07-20 15:25:17,order-94,78,36,0,buy,219.9
131,2017-07-20 15:25:18,order-95,78,36,0,buy,219.9
132,2017-07-21 10:49:32,order-96,291,64,0,buy,163.0
133,2017-07-24 12:52:57,review-291,116,5,5,rate,1.0
134,2017-07-24 22:11:51,order-97,256,5,0,buy,149.9
135,2017-07-26 11:46:35,order-98,205,62,0,buy,9.6
136,2017-07-26 11:46:36,order-99,213,62,0,buy,49.0
137,2017-07-26 11:46:37,order-100,205,62,0,buy,9.6
138,2017-07-26 11:46:38,order-101,205,62,0,buy,9.6
139,2017-07-26 11:46:39,order-102,205,62,0,buy,9.6
140,2017-07-26 11:46:40,order-103,205,62,0,buy,9.6
141,2017-07-26 11:46:41,order-104,205,62,0,buy,9.6
142,2017-07-30 14:19:08,review-62,198,1,1,rate,1.0
143,2017-07-30 14:19:09,review-63,196,1,1,rate,1.0
144,2017-07-30 14:19:28,review-64,192,1,1,rate,1.0
145,2017-07-31 00:09:39,review-136,294,64,2,rate,1.0
146,2017-08-02 01:22:25,review-86,256,5,5,rate,1.0
147,2017-08-03 23:38:39,review-71,291,64,2,rate,1.0
148,2017-08-04 10:14:33,review-83,205,62,5,rate,1.0
149,2017-08-04 10:14:34,review-84,213,62,5,rate,1.0
150,2017-08-05 08:59:44,order-105,246,5,0,buy,69.9
151,2017-08-05 14:55:20,order-106,268,78,0,buy,65.0
152,2017-08-05 14:55:20,order-107,128,78,0,buy,38.99
153,2017-08-05 14:55:21,order-108,254,78,0,buy,24.99
154,2017-08-07 14:14:23,order-109,200,76,0,buy,38.0
155,2017-08-07 14:14:23,order-110,64,76,0,buy,59.9
156,2017-08-07 14:29:46,order-111,270,25,0,buy,109.9
157,2017-08-09 13:06:34,review-185,78,36,5,rate,1.0
158,2017-08-11 03:39:11,review-7,246,5,5,rate,1.0
159,2017-08-13 00:43:37,review-342,128,78,5,rate,1.0
160,2017-08-13 00:43:38,review-343,254,78,5,rate,1.0
161,2017-08-16 13:57:46,review-225,270,25,5,rate,1.0
162,2017-08-19 10:34:41,review-130,200,76,5,rate,1.0
163,2017-08-19 10:34:41,review-266,64,76,5,rate,1.0
164,2017-08-19 10:35:03,review-60,200,76,5,rate,1.0
165,2017-08-22 10:14:08,order-112,108,76,0,buy,58.9
166,2017-08-22 10:14:09,order-113,107,76,0,buy,49.9
167,2017-08-23 09:22:35,order-114,3,3,0,buy,98.7
168,2017-08-23 09:22:36,order-115,3,3,0,buy,98.7
169,2017-08-23 09:22:37,order-116,3,3,0,buy,98.7
170,2017-08-23 09:22:38,order-117,3,3,0,buy,98.7
171,2017-08-23 09:22:39,order-118,3,3,0,buy,98.7
172,2017-08-23 09:22:40,order-119,3,3,0,buy,98.7
173,2017-08-23 09:22:41,order-120,3,3,0,buy,98.7
174,2017-08-23 09:22:42,order-121,3,3,0,buy,98.7
175,2017-08-23 09:22:43,order-122,3,3,0,buy,98.7
176,2017-08-23 09:22:44,order-123,3,3,0,buy,98.7
177,2017-08-23 09:22:45,order-124,3,3,0,buy,98.7
178,2017-08-23 09:22:46,order-125,3,3,0,buy,98.7
179,2017-08-23 09:22:47,order-126,3,3,0,buy,98.7
180,2017-08-23 09:22:48,order-127,3,3,0,buy,98.7
181,2017-08-23 09:22:49,order-128,3,3,0,buy,98.7
182,2017-08-23 09:22:50,order-129,3,3,0,buy,98.7
183,2017-08-23 09:22:51,order-130,3,3,0,buy,98.7
184,2017-08-23 09:22:52,order-131,3,3,0,buy,98.7
185,2017-08-23 09:22:53,order-132,3,3,0,buy,98.7
186,2017-08-23 09:22:54,order-133,3,3,0,buy,98.7
187,2017-08-23 14:34:53,order-134,74,21,0,buy,199.0
188,2017-08-23 14:34:54,order-135,74,21,0,buy,199.0
189,2017-08-23 14:34:55,order-136,74,21,0,buy,199.0
190,2017-08-23 14:34:56,order-137,74,21,0,buy,199.0
191,2017-08-24 22:39:15,order-138,191,98,0,buy,92.0
192,2017-08-24 22:39:16,order-139,259,98,0,buy,32.96
193,2017-08-25 08:58:53,order-140,21,33,0,buy,105.6
194,2017-08-26 01:53:39,review-22,268,78,4,rate,1.0
195,2017-08-26 01:53:39,review-282,128,78,4,rate,1.0
196,2017-08-26 01:53:40,review-283,254,78,4,rate,1.0
197,2017-08-30 00:56:44,review-222,259,98,5,rate,1.0
198,2017-08-30 00:56:44,review-37,191,98,5,rate,1.0
199,2017-08-30 00:57:06,review-42,259,98,5,rate,1.0
200,2017-08-30 09:54:00,order-141,281,84,0,buy,49.9
201,2017-08-31 11:12:39,review-79,108,76,5,rate,1.0
202,2017-08-31 11:12:40,review-80,107,76,5,rate,1.0
203,2017-09-04 13:17:18,review-286,74,21,5,rate,1.0
204,2017-09-05 22:14:53,order-142,262,5,0,buy,39.9
205,2017-09-12 10:31:43,order-143,73,34,0,buy,188.9
206,2017-09-12 10:31:44,order-144,73,34,0,buy,188.9
207,2017-09-12 10:31:45,order-145,73,34,0,buy,188.9
208,2017-09-12 10:31:46,order-146,73,34,0,buy,188.9
209,2017-09-12 10:31:47,order-147,73,34,0,buy,188.9
210,2017-09-12 10:31:48,order-148,73,34,0,buy,188.9
211,2017-09-12 10:31:49,order-149,73,34,0,buy,188.9
212,2017-09-12 10:31:50,order-150,73,34,0,buy,188.9
213,2017-09-12 10:31:51,order-151,73,34,0,buy,188.9
214,2017-09-12 10:31:52,order-152,73,34,0,buy,188.9
215,2017-09-13 01:39:45,review-8,262,5,5,rate,1.0
216,2017-09-15 11:06:08,review-61,21,33,5,rate,1.0
217,2017-09-18 18:53:16,order-153,48,9,0,buy,16.9
218,2017-09-18 18:53:17,order-154,23,9,0,buy,16.9
219,2017-09-18 18:53:18,order-155,11,9,0,buy,16.9
220,2017-09-18 18:53:19,order-156,11,9,0,buy,16.9
221,2017-09-19 01:02:45,order-157,22,54,0,buy,80.0
222,2017-09-19 14:01:52,review-147,281,84,4,rate,1.0
223,2017-09-20 11:21:15,order-158,247,89,0,buy,270.9
224,2017-09-20 11:21:16,order-159,247,89,0,buy,270.9
225,2017-09-21 11:07:40,order-160,280,84,0,buy,44.9
226,2017-09-21 11:07:41,order-161,280,84,0,buy,44.9
227,2017-09-21 11:07:42,order-162,8,84,0,buy,64.9
228,2017-09-22 04:18:08,review-192,22,54,5,rate,1.0
229,2017-09-26 01:34:15,review-104,48,9,2,rate,1.0
230,2017-09-26 01:34:16,review-105,23,9,2,rate,1.0
231,2017-09-26 01:34:17,review-106,11,9,2,rate,1.0
232,2017-09-27 17:59:27,order-163,4,76,0,buy,378.0
233,2017-09-27 23:58:12,review-264,73,34,1,rate,1.0
234,2017-09-29 15:24:53,order-164,125,55,0,buy,1680.0
235,2017-09-29 15:24:54,order-165,125,55,0,buy,1680.0
236,2017-09-29 15:24:55,order-166,125,55,0,buy,1680.0
237,2017-09-29 15:24:56,order-167,125,55,0,buy,1680.0
238,2017-09-29 15:24:57,order-168,125,55,0,buy,1680.0
239,2017-09-29 15:24:58,order-169,125,55,0,buy,1680.0
240,2017-09-29 15:24:59,order-170,125,55,0,buy,1680.0
241,2017-09-29 15:25:00,order-171,125,55,0,buy,1680.0
242,2017-10-02 15:49:24,order-172,234,37,0,buy,199.99
243,2017-10-02 15:49:25,order-173,235,37,0,buy,179.99
244,2017-10-02 15:49:26,order-174,235,37,0,buy,179.99
245,2017-10-02 15:49:27,order-175,235,37,0,buy,179.99
246,2017-10-02 15:49:28,order-176,235,37,0,buy,179.99
247,2017-10-02 15:49:29,order-177,235,37,0,buy,179.99
248,2017-10-02 15:49:30,order-178,234,37,0,buy,199.99
249,2017-10-02 15:49:31,order-179,234,37,0,buy,199.99
250,2017-10-02 15:49:32,order-180,234,37,0,buy,199.99
251,2017-10-02 15:49:33,order-181,235,37,0,buy,179.99
252,2017-10-03 01:25:31,order-182,195,78,0,buy,205.0
253,2017-10-05 09:13:22,order-183,243,38,0,buy,155.0
254,2017-10-05 09:13:23,order-184,243,38,0,buy,155.0
255,2017-10-05 09:13:24,order-185,243,38,0,buy,155.0
256,2017-10-05 09:13:25,order-186,89,38,0,buy,149.91
257,2017-10-05 09:13:26,order-187,89,38,0,buy,149.91
258,2017-10-05 09:13:27,order-188,89,38,0,buy,149.91
259,2017-10-05 09:13:28,order-189,89,38,0,buy,149.91
260,2017-10-05 09:13:29,order-190,243,38,0,buy,155.0
261,2017-10-05 09:13:30,order-191,89,38,0,buy,149.91
262,2017-10-05 09:13:31,order-192,89,38,0,buy,149.91
263,2017-10-05 13:16:26,order-193,18,54,0,buy,119.9
264,2017-10-05 14:17:05,order-194,88,96,0,buy,149.88
265,2017-10-05 14:17:06,order-195,88,96,0,buy,149.88
266,2017-10-05 14:17:07,order-196,88,96,0,buy,149.88
267,2017-10-05 14:17:08,order-197,88,96,0,buy,149.88
268,2017-10-06 23:23:03,order-198,277,22,0,buy,71.99
269,2017-10-07 15:54:48,review-180,4,76,5,rate,1.0
270,2017-10-09 12:34:40,order-199,103,20,0,buy,269.9
271,2017-10-09 20:45:46,order-200,212,19,0,buy,20.7
272,2017-10-09 20:45:47,order-201,212,19,0,buy,20.7
273,2017-10-09 20:45:48,order-202,212,19,0,buy,20.7
274,2017-10-09 20:45:49,order-203,212,19,0,buy,20.7
275,2017-10-09 20:45:50,order-204,212,19,0,buy,20.7
276,2017-10-09 20:45:51,order-205,212,19,0,buy,20.7
277,2017-10-09 20:45:52,order-206,212,19,0,buy,20.7
278,2017-10-09 20:45:53,order-207,212,19,0,buy,20.7
279,2017-10-09 20:45:54,order-208,212,19,0,buy,20.7
280,2017-10-09 20:45:55,order-209,212,19,0,buy,20.7
281,2017-10-09 20:45:56,order-210,212,19,0,buy,20.7
282,2017-10-09 20:45:57,order-211,212,19,0,buy,20.7
283,2017-10-10 18:31:37,order-212,15,63,0,buy,16.9
284,2017-10-10 18:31:38,order-213,245,63,0,buy,39.9
285,2017-10-10 18:31:39,order-214,12,63,0,buy,16.9
286,2017-10-11 14:49:50,order-215,202,63,0,buy,7.9
287,2017-10-11 14:49:51,order-216,168,63,0,buy,114.15
288,2017-10-11 14:49:51,order-219,158,63,0,buy,39.0
289,2017-10-11 14:49:52,order-217,202,63,0,buy,7.9
290,2017-10-11 14:49:53,order-218,26,63,0,buy,119.9
291,2017-10-12 22:19:12,review-112,234,37,1,rate,1.0
292,2017-10-12 22:19:13,review-113,235,37,1,rate,1.0
293,2017-10-13 16:10:19,order-220,74,21,0,buy,199.0
294,2017-10-13 16:10:20,order-221,74,21,0,buy,199.0
295,2017-10-13 16:10:21,order-222,74,21,0,buy,199.0
296,2017-10-13 16:10:22,order-223,74,21,0,buy,199.0
297,2017-10-13 19:32:41,review-131,280,84,1,rate,1.0
298,2017-10-13 19:32:43,review-132,8,84,1,rate,1.0
299,2017-10-14 21:02:05,review-317,18,54,5,rate,1.0
300,2017-10-15 14:51:55,review-150,195,78,5,rate,1.0
301,2017-10-17 13:06:30,order-224,47,11,0,buy,49.99
302,2017-10-17 13:06:31,order-225,45,11,0,buy,58.9
303,2017-10-17 13:06:31,order-235,40,11,0,buy,81.5
304,2017-10-17 13:06:32,order-226,44,11,0,buy,61.9
305,2017-10-17 13:06:32,order-236,40,11,0,buy,81.5
306,2017-10-17 13:06:33,order-227,43,11,0,buy,72.9
307,2017-10-17 13:06:34,order-228,47,11,0,buy,49.99
308,2017-10-17 13:06:35,order-229,44,11,0,buy,61.9
309,2017-10-17 13:06:36,order-230,42,11,0,buy,69.9
310,2017-10-17 13:06:37,order-231,41,11,0,buy,78.9
311,2017-10-17 13:06:38,order-232,41,11,0,buy,78.9
312,2017-10-17 13:06:39,order-233,42,11,0,buy,69.9
313,2017-10-17 13:06:40,order-234,44,11,0,buy,61.9
314,2017-10-17 17:19:14,order-237,176,26,0,buy,12.99
315,2017-10-17 17:19:15,order-238,176,26,0,buy,12.99
316,2017-10-17 17:19:16,order-239,176,26,0,buy,12.99
317,2017-10-18 10:16:59,review-114,243,38,1,rate,1.0
318,2017-10-18 10:17:02,review-115,89,38,1,rate,1.0
319,2017-10-18 13:34:49,order-240,15,33,0,buy,16.9
320,2017-10-18 13:34:50,order-241,12,33,0,buy,16.9
321,2017-10-18 13:34:51,order-242,38,33,0,buy,13.99
322,2017-10-18 13:34:52,order-243,38,33,0,buy,13.99
323,2017-10-18 13:34:53,order-244,15,33,0,buy,16.9
324,2017-10-18 13:34:54,order-245,12,33,0,buy,16.9
325,2017-10-18 13:34:55,order-246,46,33,0,buy,16.9
326,2017-10-18 13:34:56,order-247,46,33,0,buy,16.9
327,2017-10-18 23:25:05,order-248,266,5,0,buy,29.99
328,2017-10-19 13:10:40,review-111,125,55,1,rate,1.0
329,2017-10-19 22:55:26,review-158,212,19,5,rate,1.0
330,2017-10-20 18:08:33,review-288,158,63,1,rate,1.0
331,2017-10-23 11:43:10,review-261,88,96,4,rate,1.0
332,2017-10-23 13:05:45,review-319,247,89,3,rate,1.0
333,2017-10-24 08:44:03,review-293,47,11,1,rate,1.0
334,2017-10-24 08:44:03,review-309,40,11,1,rate,1.0
335,2017-10-24 08:44:04,review-294,45,11,1,rate,1.0
336,2017-10-24 08:44:05,review-295,44,11,1,rate,1.0
337,2017-10-24 08:44:06,review-296,43,11,1,rate,1.0
338,2017-10-24 08:44:09,review-297,42,11,1,rate,1.0
339,2017-10-24 08:44:10,review-298,41,11,1,rate,1.0
340,2017-10-24 16:55:13,review-140,266,5,5,rate,1.0
341,2017-10-24 16:58:20,order-249,127,27,0,buy,20.49
342,2017-10-24 16:58:21,order-250,127,27,0,buy,20.49
343,2017-10-24 16:58:22,order-251,127,27,0,buy,20.49
344,2017-10-24 16:58:23,order-252,127,27,0,buy,20.49
345,2017-10-24 16:58:24,order-253,127,27,0,buy,20.49
346,2017-10-24 16:58:25,order-254,127,27,0,buy,20.49
347,2017-10-26 00:06:40,review-167,277,22,5,rate,1.0
348,2017-10-27 09:49:45,review-257,15,33,5,rate,1.0
349,2017-10-27 09:49:46,review-258,12,33,5,rate,1.0
350,2017-10-27 09:49:47,review-259,38,33,5,rate,1.0
351,2017-10-27 09:49:51,review-260,46,33,5,rate,1.0
352,2017-10-27 14:39:17,review-137,74,21,5,rate,1.0
353,2017-10-28 17:32:14,review-10,176,26,3,rate,1.0
354,2017-10-29 16:58:03,order-255,116,5,0,buy,13.99
355,2017-10-31 19:03:32,review-98,47,11,1,rate,1.0
356,2017-10-31 19:03:33,review-99,45,11,1,rate,1.0
357,2017-10-31 19:03:34,review-100,44,11,1,rate,1.0
358,2017-10-31 19:03:35,review-101,43,11,1,rate,1.0
359,2017-10-31 19:03:38,review-102,42,11,1,rate,1.0
360,2017-10-31 19:03:39,review-103,41,11,1,rate,1.0
361,2017-11-02 01:42:02,review-129,116,5,5,rate,1.0
362,2017-11-03 20:03:35,order-256,123,80,0,buy,59.9
363,2017-11-04 17:29:16,order-257,240,61,0,buy,194.99
364,2017-11-04 17:29:17,order-258,240,61,0,buy,194.99
365,2017-11-04 17:29:18,order-259,240,61,0,buy,194.99
366,2017-11-04 17:29:19,order-260,240,61,0,buy,194.99
367,2017-11-04 17:29:20,order-261,240,61,0,buy,194.99
368,2017-11-04 17:29:21,order-262,240,61,0,buy,194.99
369,2017-11-04 17:29:22,order-263,240,61,0,buy,194.99
370,2017-11-04 17:29:23,order-264,240,61,0,buy,194.99
371,2017-11-07 18:03:02,order-265,124,80,0,buy,59.9
372,2017-11-07 18:03:03,order-266,124,80,0,buy,59.9
373,2017-11-08 14:38:25,review-73,103,20,5,rate,1.0
374,2017-11-09 17:38:52,review-177,202,63,1,rate,1.0
375,2017-11-09 17:38:53,review-178,168,63,1,rate,1.0
376,2017-11-09 17:38:55,review-179,26,63,1,rate,1.0
377,2017-11-11 23:32:13,review-210,124,80,5,rate,1.0
378,2017-11-13 16:44:42,order-267,269,51,0,buy,34.23
379,2017-11-13 21:50:46,order-268,290,22,0,buy,55.0
380,2017-11-13 21:50:47,order-269,290,22,0,buy,55.0
381,2017-11-13 21:50:48,order-270,290,22,0,buy,55.0
382,2017-11-14 03:16:50,order-271,32,90,0,buy,38.99
383,2017-11-14 03:16:51,order-272,32,90,0,buy,38.99
384,2017-11-14 03:16:52,order-273,32,90,0,buy,38.99
385,2017-11-14 03:16:53,order-274,32,90,0,buy,38.99
386,2017-11-14 12:09:36,order-275,276,22,0,buy,104.9
387,2017-11-15 13:36:31,order-276,293,78,0,buy,19.9
388,2017-11-15 17:58:16,order-277,30,54,0,buy,239.9
389,2017-11-16 14:36:09,order-278,181,67,0,buy,59.9
390,2017-11-16 14:36:10,order-279,183,67,0,buy,59.9
391,2017-11-16 14:36:11,order-280,184,67,0,buy,59.9
392,2017-11-16 14:36:12,order-281,185,67,0,buy,59.9
393,2017-11-16 14:36:13,order-282,185,67,0,buy,59.9
394,2017-11-16 14:36:14,order-283,183,67,0,buy,59.9
395,2017-11-16 14:36:15,order-284,181,67,0,buy,59.9
396,2017-11-16 14:36:16,order-285,184,67,0,buy,59.9
397,2017-11-16 20:33:05,review-208,123,80,4,rate,1.0
398,2017-11-17 19:46:57,order-286,159,44,0,buy,78.0
399,2017-11-17 19:46:58,order-287,159,44,0,buy,78.0
400,2017-11-17 19:46:59,order-288,159,44,0,buy,78.0
401,2017-11-17 19:47:00,order-289,159,44,0,buy,78.0
402,2017-11-17 19:47:01,order-290,159,44,0,buy,78.0
403,2017-11-17 19:47:02,order-291,159,44,0,buy,78.0
404,2017-11-17 19:47:03,order-292,159,44,0,buy,78.0
405,2017-11-17 19:47:04,order-293,159,44,0,buy,78.0
406,2017-11-17 19:47:05,order-294,159,44,0,buy,78.0
407,2017-11-22 09:52:08,order-295,228,52,0,buy,11.5
408,2017-11-22 09:52:09,order-296,229,52,0,buy,137.5
409,2017-11-22 09:52:10,order-297,228,52,0,buy,11.5
410,2017-11-22 09:52:11,order-298,228,52,0,buy,11.5
411,2017-11-22 09:52:12,order-299,229,52,0,buy,137.5
412,2017-11-22 09:52:13,order-300,228,52,0,buy,11.5
413,2017-11-22 09:52:14,order-301,229,52,0,buy,137.5
414,2017-11-22 09:52:15,order-302,228,52,0,buy,11.5
415,2017-11-22 09:52:16,order-303,228,52,0,buy,11.5
416,2017-11-22 20:01:54,order-304,263,5,0,buy,13.99
417,2017-11-22 21:20:46,review-13,30,54,5,rate,1.0
418,2017-11-23 20:30:53,order-305,160,4,0,buy,65.49
419,2017-11-23 20:30:54,order-306,160,4,0,buy,65.49
420,2017-11-23 20:30:55,order-307,160,4,0,buy,65.49
421,2017-11-23 20:30:56,order-308,160,4,0,buy,65.49
422,2017-11-23 20:30:57,order-309,160,4,0,buy,65.49
423,2017-11-23 20:30:58,order-310,160,4,0,buy,65.49
424,2017-11-23 20:30:59,order-311,160,4,0,buy,65.49
425,2017-11-23 20:31:00,order-312,160,4,0,buy,65.49
426,2017-11-23 20:31:01,order-313,160,4,0,buy,65.49
427,2017-11-23 20:31:02,order-314,160,4,0,buy,65.49
428,2017-11-23 20:31:03,order-315,160,4,0,buy,65.49
429,2017-11-23 20:31:04,order-316,160,4,0,buy,65.49
430,2017-11-23 20:31:05,order-317,160,4,0,buy,65.49
431,2017-11-23 20:31:06,order-318,160,4,0,buy,65.49
432,2017-11-23 20:31:07,order-319,160,4,0,buy,65.49
433,2017-11-24 12:27:37,order-320,71,56,0,buy,99.0
434,2017-11-24 12:27:38,order-321,72,56,0,buy,235.0
